0.0001,2.5,0.6,10.0,6.0,0.0765
0.0001,2.5,0.6,10.0,6.0,0.00725
0.0001,2.5,0.6,10.0,6.0,0.00825
0.0001,2.5,0.6,10.0,6.0,0.02175
0.0001,2.5,0.6,10.0,6.0,0.015
0.0001,2.5,0.6,10.0,6.0,0.00675
0.0001,2.5,0.6,10.0,6.0,0.00325
0.0001,2.5,0.6,10.0,6.0,0.03975
0.0001,2.5,0.6,10.0,6.0,0.08275
0.0001,2.5,0.6,10.0,6.0,0.01125
0.0001,2.5,0.6,10.0,6.0,0.03625
0.0001,2.5,0.6,10.0,6.0,0.01475
0.0001,2.5,0.6,10.0,6.0,0.02125
0.0001,2.5,0.6,10.0,6.0,0.0335
0.0001,2.5,0.6,10.0,6.0,0.00975
0.0001,2.5,0.6,10.0,6.0,0.0215
0.0001,2.5,0.6,10.0,6.0,0.02425
0.0001,2.5,0.6,10.0,6.0,0.01
0.0001,2.5,0.6,10.0,6.0,0.029
0.0001,2.5,0.6,10.0,6.0,0.035
0.0001,2.5,0.6,10.0,6.0,0.0115
0.0001,2.5,0.6,10.0,6.0,0.007
0.0001,2.5,0.6,10.0,6.0,0.016
0.0001,2.5,0.6,10.0,6.0,0.02825
0.0001,2.5,0.6,10.0,6.0,0.038
0.0001,2.5,0.6,10.0,6.0,0.012
0.0001,2.5,0.6,10.0,6.0,0.02
0.0001,2.5,0.6,10.0,6.0,0.00625
0.0001,2.5,0.6,10.0,6.0,0.08675
0.0001,2.5,0.6,10.0,6.0,0.00925
0.0001,2.5,0.6,10.0,6.0,0.0075
0.0001,2.5,0.6,10.0,6.0,0.00975
0.0001,2.5,0.6,10.0,6.0,0.00675
0.0001,2.5,0.6,10.0,6.0,0.00575
0.0001,2.5,0.6,10.0,6.0,0.0495
0.0001,2.5,0.6,10.0,6.0,0.131
0.0001,2.5,0.6,10.0,6.0,0.012
0.0001,2.5,0.6,10.0,6.0,0.0095
0.0001,2.5,0.6,10.0,6.0,0.106
0.0001,2.5,0.6,10.0,6.0,0.00575
0.0001,2.5,0.6,10.0,6.0,0.06325
0.0001,2.5,0.6,10.0,6.0,0.059
0.0001,2.5,0.6,10.0,6.0,0.05225
0.0001,2.5,0.6,10.0,6.0,0.02025
0.0001,2.5,0.6,10.0,6.0,0.008
0.0001,2.5,0.6,10.0,6.0,0.0025
0.0001,2.5,0.6,10.0,6.0,0.00975
0.0001,2.5,0.6,10.0,6.0,0.008
0.0001,2.5,0.6,10.0,6.0,0.005
0.0001,2.5,0.6,10.0,6.0,0.017
0.0001,2.5,0.6,10.0,6.0,0.02275
0.0001,2.5,0.6,10.0,6.0,0.01
0.0001,2.5,0.6,10.0,6.0,0.038
0.0001,2.5,0.6,10.0,6.0,0.01025
0.0001,2.5,0.6,10.0,6.0,0.00775
0.0001,2.5,0.6,10.0,6.0,0.00575
0.0001,2.5,0.6,10.0,6.0,0.0705
0.0001,2.5,0.6,10.0,6.0,0.01925
0.0001,2.5,0.6,10.0,6.0,0.00475
0.0001,2.5,0.6,10.0,6.0,0.005
0.0001,2.5,0.6,10.0,6.0,0.04825
0.0001,2.5,0.6,10.0,6.0,0.04075
0.0001,2.5,0.6,10.0,6.0,0.01325
0.0001,2.5,0.6,10.0,6.0,0.009
0.0001,2.5,0.6,10.0,6.0,0.01725
0.0001,2.5,0.6,10.0,6.0,0.019
0.0001,2.5,0.6,10.0,6.0,0.02775
0.0001,2.5,0.6,10.0,6.0,0.0375
0.0001,2.5,0.6,10.0,6.0,0.004
0.0001,2.5,0.6,10.0,6.0,0.028
0.0001,2.5,0.6,10.0,6.0,0.01825
0.0001,2.5,0.6,10.0,6.0,0.01875
0.0001,2.5,0.6,10.0,6.0,0.01275
0.0001,2.5,0.6,10.0,6.0,0.01175
0.0001,2.5,0.6,10.0,6.0,0.02025
0.0001,2.5,0.6,10.0,6.0,0.0385
0.0001,2.5,0.6,10.0,6.0,0.007
0.0001,2.5,0.6,10.0,6.0,0.05075
0.0001,2.5,0.6,10.0,6.0,0.0185
0.0001,2.5,0.6,10.0,6.0,0.011
0.0001,2.5,0.6,10.0,6.0,0.01525
0.0001,2.5,0.6,10.0,6.0,0.06175
0.0001,2.5,0.6,10.0,6.0,0.01575
0.0001,2.5,0.6,10.0,6.0,0.03975
0.0001,2.5,0.6,10.0,6.0,0.00975
0.0001,2.5,0.6,10.0,6.0,0.01725
0.0001,2.5,0.6,10.0,6.0,0.12875
0.0001,2.5,0.6,10.0,6.0,0.0055
0.0001,2.5,0.6,10.0,6.0,0.00925
0.0001,2.5,0.6,10.0,6.0,0.02375
0.0001,2.5,0.6,10.0,6.0,0.0065
0.0001,2.5,0.6,10.0,6.0,0.00975
0.0001,2.5,0.6,10.0,6.0,0.021
0.0001,2.5,0.6,10.0,6.0,0.011
0.0001,2.5,0.6,10.0,6.0,0.0085
0.0001,2.5,0.6,10.0,6.0,0.0375
0.0001,2.5,0.6,10.0,6.0,0.075
0.0001,2.5,0.6,10.0,6.0,0.0235
0.0001,2.5,0.6,10.0,6.0,0.0345
0.0001,2.5,0.6,10.0,6.0,0.012
0.0001,2.5,0.6,30.0,6.0,0.12525
0.0001,2.5,0.6,30.0,6.0,0.12775
0.0001,2.5,0.6,30.0,6.0,0.0345
0.0001,2.5,0.6,30.0,6.0,0.05825
0.0001,2.5,0.6,30.0,6.0,0.06625
0.0001,2.5,0.6,30.0,6.0,0.0265
0.0001,2.5,0.6,30.0,6.0,0.1355
0.0001,2.5,0.6,30.0,6.0,0.0285
0.0001,2.5,0.6,30.0,6.0,0.033
0.0001,2.5,0.6,30.0,6.0,0.022
0.0001,2.5,0.6,30.0,6.0,0.03675
0.0001,2.5,0.6,30.0,6.0,0.039
0.0001,2.5,0.6,30.0,6.0,0.02675
0.0001,2.5,0.6,30.0,6.0,0.023
0.0001,2.5,0.6,30.0,6.0,0.0885
0.0001,2.5,0.6,30.0,6.0,0.04275
0.0001,2.5,0.6,30.0,6.0,0.068
0.0001,2.5,0.6,30.0,6.0,0.0275
0.0001,2.5,0.6,30.0,6.0,0.047
0.0001,2.5,0.6,30.0,6.0,0.05775
0.0001,2.5,0.6,30.0,6.0,0.037
0.0001,2.5,0.6,30.0,6.0,0.06925
0.0001,2.5,0.6,30.0,6.0,0.133
0.0001,2.5,0.6,30.0,6.0,0.09575
0.0001,2.5,0.6,30.0,6.0,0.0915
0.0001,2.5,0.6,30.0,6.0,0.14325
0.0001,2.5,0.6,30.0,6.0,0.043
0.0001,2.5,0.6,30.0,6.0,0.019
0.0001,2.5,0.6,30.0,6.0,0.0465
0.0001,2.5,0.6,30.0,6.0,0.0325
0.0001,2.5,0.6,30.0,6.0,0.13975
0.0001,2.5,0.6,30.0,6.0,0.04925
0.0001,2.5,0.6,30.0,6.0,0.0365
0.0001,2.5,0.6,30.0,6.0,0.04225
0.0001,2.5,0.6,30.0,6.0,0.03925
0.0001,2.5,0.6,30.0,6.0,0.0265
0.0001,2.5,0.6,30.0,6.0,0.02925
0.0001,2.5,0.6,30.0,6.0,0.1065
0.0001,2.5,0.6,30.0,6.0,0.0505
0.0001,2.5,0.6,30.0,6.0,0.081
0.0001,2.5,0.6,30.0,6.0,0.04375
0.0001,2.5,0.6,30.0,6.0,0.0415
0.0001,2.5,0.6,30.0,6.0,0.046
0.0001,2.5,0.6,30.0,6.0,0.03475
0.0001,2.5,0.6,30.0,6.0,0.0345
0.0001,2.5,0.6,30.0,6.0,0.0425
0.0001,2.5,0.6,30.0,6.0,0.0485
0.0001,2.5,0.6,30.0,6.0,0.0295
0.0001,2.5,0.6,30.0,6.0,0.02725
0.0001,2.5,0.6,30.0,6.0,0.0605
0.0001,2.5,0.6,30.0,6.0,0.03125
0.0001,2.5,0.6,30.0,6.0,0.12425
0.0001,2.5,0.6,30.0,6.0,0.1025
0.0001,2.5,0.6,30.0,6.0,0.04
0.0001,2.5,0.6,30.0,6.0,0.03975
0.0001,2.5,0.6,30.0,6.0,0.08425
0.0001,2.5,0.6,30.0,6.0,0.06
0.0001,2.5,0.6,30.0,6.0,0.03275
0.0001,2.5,0.6,30.0,6.0,0.02875
0.0001,2.5,0.6,30.0,6.0,0.0255
0.0001,2.5,0.6,30.0,6.0,0.05825
0.0001,2.5,0.6,30.0,6.0,0.0925
0.0001,2.5,0.6,30.0,6.0,0.05325
0.0001,2.5,0.6,30.0,6.0,0.071
0.0001,2.5,0.6,30.0,6.0,0.05875
0.0001,2.5,0.6,30.0,6.0,0.03925
